STATE_DISTRICT,Year,Total_Crimes,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
HIMACHAL PRADESH_KINNAUR,2008,12.0,4,2,0,3,0,3,0
HIMACHAL PRADESH_KINNAUR,2009,12.0,6,1,0,3,0,2,0
HIMACHAL PRADESH_KINNAUR,2010,10.0,2,2,0,2,0,4,0
HIMACHAL PRADESH_KULLU,2001,33.0,13,6,0,12,0,2,0
HIMACHAL PRADESH_KULLU,2002,56.0,14,11,0,20,0,11,0
HIMACHAL PRADESH_KULLU,2003,61.0,16,6,2,24,0,13,0
HIMACHAL PRADESH_KULLU,2004,47.0,13,11,1,11,1,10,0
HIMACHAL PRADESH_KULLU,2005,78.0,19,24,0,23,0,12,0
HIMACHAL PRADESH_KULLU,2006,59.0,10,9,0,24,0,16,0
HIMACHAL PRADESH_KULLU,2007,76.0,22,11,0,22,3,18,0
HIMACHAL PRADESH_KULLU,2008,94.0,16,17,0,31,2,28,0
HIMACHAL PRADESH_KULLU,2009,74.0,24,10,0,23,1,16,0
HIMACHAL PRADESH_KULLU,2010,55.0,17,5,0,23,1,9,0
HIMACHAL PRADESH_LAHAUL-SPITI,2001,4.0,2,1,0,0,0,1,0
HIMACHAL PRADESH_LAHAUL-SPITI,2002,2.0,0,0,0,2,0,0,0
HIMACHAL PRADESH_LAHAUL-SPITI,2003,3.0,2,0,0,0,0,1,0
HIMACHAL PRADESH_LAHAUL-SPITI,2004,1.0,0,0,0,0,0,1,0
HIMACHAL PRADESH_LAHAUL-SPITI,2005,2.0,0,1,0,0,0,1,0
HIMACHAL PRADESH_LAHAUL-SPITI,2006,2.0,0,1,0,0,0,1,0
HIMACHAL PRADESH_LAHAUL-SPITI,2007,3.0,1,1,0,1,0,0,0
HIMACHAL PRADESH_LAHAUL-SPITI,2008,2.0,1,0,0,0,0,1,0
HIMACHAL PRADESH_LAHAUL-SPITI,2009,5.0,1,0,0,0,2,2,0
HIMACHAL PRADESH_LAHAUL-SPITI,2010,4.0,0,0,0,1,0,3,0
HIMACHAL PRADESH_MANDI,2001,145.0,16,10,0,59,4,56,0
HIMACHAL PRADESH_MANDI,2002,138.0,24,8,2,51,6,47,0
HIMACHAL PRADESH_MANDI,2003,126.0,23,5,1,52,2,43,0
HIMACHAL PRADESH_MANDI,2004,109.0,15,6,1,56,2,29,0
HIMACHAL PRADESH_MANDI,2005,110.0,8,8,0,70,4,20,0
HIMACHAL PRADESH_MANDI,2006,107.0,18,7,0,51,4,27,0
HIMACHAL PRADESH_MANDI,2007,189.0,30,23,0,70,6,60,0
HIMACHAL PRADESH_MANDI,2008,171.0,32,13,1,75,8,42,0
HIMACHAL PRADESH_MANDI,2009,126.0,22,11,0,59,5,29,0
HIMACHAL PRADESH_MANDI,2010,163.0,19,15,0,71,13,45,0
HIMACHAL PRADESH_SHIMLA,2001,113.0,18,11,2,50,1,31,0
HIMACHAL PRADESH_SHIMLA,2002,116.0,27,18,0,49,0,22,0
HIMACHAL PRADESH_SHIMLA,2003,102.0,21,16,2,40,8,15,0
HIMACHAL PRADESH_SHIMLA,2004,122.0,34,14,1,43,6,24,0
HIMACHAL PRADESH_SHIMLA,2005,129.0,32,10,0,51,7,29,0
HIMACHAL PRADESH_SHIMLA,2006,129.0,34,26,0,39,0,30,0
HIMACHAL PRADESH_SHIMLA,2007,144.0,27,26,1,46,0,44,0
HIMACHAL PRADESH_SHIMLA,2008,105.0,22,19,0,31,0,33,0
HIMACHAL PRADESH_SHIMLA,2009,126.0,28,22,0,32,5,39,0
HIMACHAL PRADESH_SHIMLA,2010,103.0,21,22,0,27,4,29,0
HIMACHAL PRADESH_SIRMAUR,2001,83.0,10,11,3,33,4,22,0
HIMACHAL PRADESH_SIRMAUR,2002,70.0,11,10,0,34,0,15,0
HIMACHAL PRADESH_SIRMAUR,2003,65.0,8,14,1,24,0,18,0
HIMACHAL PRADESH_SIRMAUR,2004,62.0,9,10,1,23,4,15,0
HIMACHAL PRADESH_SIRMAUR,2005,64.0,11,8,0,20,4,21,0
HIMACHAL PRADESH_SIRMAUR,2006,60.0,3,4,1,23,3,26,0
HIMACHAL PRADESH_SIRMAUR,2007,68.0,7,9,0,26,0,26,0
HIMACHAL PRADESH_SIRMAUR,2008,72.0,10,13,0,19,0,30,0
HIMACHAL PRADESH_SIRMAUR,2009,88.0,15,9,0,34,2,28,0
HIMACHAL PRADESH_SIRMAUR,2010,85.0,15,12,0,36,5,17,0
HIMACHAL PRADESH_SOLAN,2001,72.0,12,10,2,23,1,24,0
HIMACHAL PRADESH_SOLAN,2002,85.0,9,16,0,28,1,31,0
HIMACHAL PRADESH_SOLAN,2003,69.0,11,7,0,24,3,24,0
HIMACHAL PRADESH_SOLAN,2004,83.0,20,8,0,27,0,28,0
HIMACHAL PRADESH_SOLAN,2005,66.0,15,8,1,22,1,19,0
HIMACHAL PRADESH_SOLAN,2006,74.0,9,13,1,28,2,21,0
HIMACHAL PRADESH_SOLAN,2007,83.0,8,16,3,26,0,30,0
HIMACHAL PRADESH_SOLAN,2008,59.0,14,13,0,13,2,17,0
HIMACHAL PRADESH_SOLAN,2009,44.0,8,6,0,13,2,15,0
HIMACHAL PRADESH_SOLAN,2010,55.0,11,11,0,12,1,20,0
HIMACHAL PRADESH_UNA,2001,45.0,9,5,0,11,0,20,0
HIMACHAL PRADESH_UNA,2002,35.0,6,6,0,12,0,11,0
HIMACHAL PRADESH_UNA,2003,50.0,2,6,0,10,2,30,0
HIMACHAL PRADESH_UNA,2004,50.0,10,5,1,12,0,22,0
HIMACHAL PRADESH_UNA,2005,29.0,5,4,0,6,0,14,0
HIMACHAL PRADESH_UNA,2006,46.0,9,6,1,11,1,18,0
HIMACHAL PRADESH_UNA,2007,52.0,9,9,0,10,5,19,0
HIMACHAL PRADESH_UNA,2008,79.0,11,10,0,17,4,37,0
HIMACHAL PRADESH_UNA,2009,74.0,11,6,0,21,6,30,0
HIMACHAL PRADESH_UNA,2010,94.0,9,13,1,19,15,37,0
JAMMU & KASHMIR_ANANTNAG,2001,107.0,6,36,0,53,12,0,0
JAMMU & KASHMIR_ANANTNAG,2002,195.0,16,58,0,67,54,0,0
JAMMU & KASHMIR_ANANTNAG,2003,191.0,9,74,0,63,45,0,0
JAMMU & KASHMIR_ANANTNAG,2004,178.0,17,49,0,88,24,0,0
JAMMU & KASHMIR_ANANTNAG,2005,186.0,9,78,0,63,35,1,0
JAMMU & KASHMIR_ANANTNAG,2006,197.0,22,81,0,34,60,0,0
JAMMU & KASHMIR_ANANTNAG,2007,167.0,16,65,0,57,29,0,0
JAMMU & KASHMIR_ANANTNAG,2008,167.0,13,74,0,63,17,0,0
JAMMU & KASHMIR_ANANTNAG,2009,215.0,8,81,0,84,38,4,0
JAMMU & KASHMIR_ANANTNAG,2010,217.0,7,71,0,112,24,3,0
JAMMU & KASHMIR_AWANTIPORA,2001,24.0,1,13,0,8,2,0,0
JAMMU & KASHMIR_AWANTIPORA,2002,31.0,1,15,0,12,3,0,0
JAMMU & KASHMIR_AWANTIPORA,2003,40.0,2,13,0,21,4,0,0
JAMMU & KASHMIR_AWANTIPORA,2004,43.0,8,10,0,23,2,0,0
JAMMU & KASHMIR_AWANTIPORA,2005,44.0,7,9,0,25,3,0,0
JAMMU & KASHMIR_AWANTIPORA,2006,49.0,9,12,0,25,3,0,0
JAMMU & KASHMIR_AWANTIPORA,2007,52.0,5,11,0,29,7,0,0
JAMMU & KASHMIR_AWANTIPORA,2008,59.0,4,13,0,40,1,1,0
JAMMU & KASHMIR_AWANTIPORA,2009,33.0,5,11,0,17,0,0,0
JAMMU & KASHMIR_AWANTIPORA,2010,41.0,2,17,0,19,3,0,0
JAMMU & KASHMIR_BANDIPORA,2001,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_BANDIPORA,2002,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_BANDIPORA,2003,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_BANDIPORA,2004,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_BANDIPORA,2005,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_BANDIPORA,2006,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_BANDIPORA,2007,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_BANDIPORA,2008,126.0,1,44,0,74,7,0,0
JAMMU & KASHMIR_BANDIPORA,2009,130.0,4,49,0,66,11,0,0
JAMMU & KASHMIR_BANDIPORA,2010,121.0,4,42,0,66,9,0,0
JAMMU & KASHMIR_BARAMULLA,2001,194.0,28,59,0,93,14,0,0
JAMMU & KASHMIR_BARAMULLA,2002,217.0,14,78,0,94,31,0,0
JAMMU & KASHMIR_BARAMULLA,2003,275.0,18,74,0,159,23,1,0
JAMMU & KASHMIR_BARAMULLA,2004,293.0,15,74,1,167,36,0,0
JAMMU & KASHMIR_BARAMULLA,2005,315.0,16,97,0,166,36,0,0
JAMMU & KASHMIR_BARAMULLA,2006,291.0,15,101,0,153,21,1,0
JAMMU & KASHMIR_BARAMULLA,2007,244.0,31,90,0,93,28,2,0
JAMMU & KASHMIR_BARAMULLA,2008,166.0,13,60,0,80,12,1,0
JAMMU & KASHMIR_BARAMULLA,2009,246.0,14,80,0,127,25,0,0
JAMMU & KASHMIR_BARAMULLA,2010,143.0,7,55,0,68,12,1,0
JAMMU & KASHMIR_BORDER,2001,45.0,12,10,0,15,5,3,0
JAMMU & KASHMIR_BORDER,2002,49.0,5,13,0,8,23,0,0
JAMMU & KASHMIR_BORDER,2003,41.0,9,6,0,8,11,7,0
JAMMU & KASHMIR_BORDER,2004,33.0,4,10,0,10,7,2,0
JAMMU & KASHMIR_BORDER,2005,25.0,5,8,0,7,5,0,0
JAMMU & KASHMIR_BORDER,2006,29.0,6,8,1,3,7,4,0
JAMMU & KASHMIR_BORDER,2007,32.0,6,7,2,11,3,3,0
JAMMU & KASHMIR_BORDER,2008,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_BORDER,2009,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_BORDER,2010,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_BUDGAM,2001,85.0,7,34,0,35,9,0,0
JAMMU & KASHMIR_BUDGAM,2002,138.0,12,33,0,80,13,0,0
JAMMU & KASHMIR_BUDGAM,2003,133.0,11,40,0,69,12,1,0
JAMMU & KASHMIR_BUDGAM,2004,161.0,6,54,0,87,14,0,0
JAMMU & KASHMIR_BUDGAM,2005,153.0,6,55,0,75,17,0,0
JAMMU & KASHMIR_BUDGAM,2006,194.0,5,53,0,121,14,1,0
JAMMU & KASHMIR_BUDGAM,2007,238.0,17,72,0,118,31,0,0
JAMMU & KASHMIR_BUDGAM,2008,185.0,8,60,0,88,29,0,0
JAMMU & KASHMIR_BUDGAM,2009,221.0,10,71,0,105,34,1,0
JAMMU & KASHMIR_BUDGAM,2010,201.0,7,67,0,93,34,0,0
JAMMU & KASHMIR_C.B.KASHMIR,2001,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_C.B.KASHMIR,2002,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_C.B.KASHMIR,2003,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_C.B.KASHMIR,2004,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_C.B.KASHMIR,2005,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_C.B.KASHMIR,2006,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_C.B.KASHMIR,2007,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_C.B.KASHMIR,2008,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_C.B.KASHMIR,2009,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_C.B.KASHMIR,2010,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_CRIME JAMMU,2001,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_CRIME JAMMU,2002,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_CRIME JAMMU,2003,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_CRIME JAMMU,2004,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_CRIME JAMMU,2005,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_CRIME JAMMU,2006,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_CRIME JAMMU,2007,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_CRIME JAMMU,2008,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_CRIME JAMMU,2009,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_CRIME JAMMU,2010,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_CRIME SRINAGAR,2001,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_CRIME SRINAGAR,2002,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_CRIME SRINAGAR,2003,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_CRIME SRINAGAR,2004,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_CRIME SRINAGAR,2005,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_CRIME SRINAGAR,2006,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_CRIME SRINAGAR,2007,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_CRIME SRINAGAR,2008,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_CRIME SRINAGAR,2009,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_CRIME SRINAGAR,2010,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_DODA,2001,31.0,7,15,0,6,2,1,0
JAMMU & KASHMIR_DODA,2002,44.0,15,19,0,6,4,0,0
JAMMU & KASHMIR_DODA,2003,40.0,6,19,0,8,4,3,0
JAMMU & KASHMIR_DODA,2004,41.0,4,20,0,13,3,1,0
JAMMU & KASHMIR_DODA,2005,30.0,7,14,0,6,2,1,0
JAMMU & KASHMIR_DODA,2006,72.0,10,31,0,16,7,8,0
JAMMU & KASHMIR_DODA,2007,100.0,28,28,0,26,5,13,0
JAMMU & KASHMIR_DODA,2008,67.0,20,21,0,14,4,8,0
JAMMU & KASHMIR_DODA,2009,106.0,18,38,0,21,10,19,0
JAMMU & KASHMIR_DODA,2010,132.0,21,57,0,27,6,21,0
JAMMU & KASHMIR_GANDERBAL,2001,70.0,5,31,0,30,4,0,0
JAMMU & KASHMIR_GANDERBAL,2002,113.0,7,39,0,61,6,0,0
JAMMU & KASHMIR_GANDERBAL,2003,142.0,8,45,0,82,6,1,0
JAMMU & KASHMIR_GANDERBAL,2004,128.0,12,29,0,80,7,0,0
JAMMU & KASHMIR_GANDERBAL,2005,89.0,5,38,0,42,4,0,0
JAMMU & KASHMIR_GANDERBAL,2006,79.0,4,34,0,36,5,0,0
JAMMU & KASHMIR_GANDERBAL,2007,131.0,5,45,0,73,3,5,0
JAMMU & KASHMIR_GANDERBAL,2008,62.0,2,21,0,36,1,2,0
JAMMU & KASHMIR_GANDERBAL,2009,82.0,7,25,0,45,2,3,0
JAMMU & KASHMIR_GANDERBAL,2010,61.0,1,15,0,44,0,1,0
JAMMU & KASHMIR_HANDWARA,2001,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_HANDWARA,2002,41.0,0,15,0,25,0,1,0
JAMMU & KASHMIR_HANDWARA,2003,48.0,2,17,0,24,4,1,0
JAMMU & KASHMIR_HANDWARA,2004,84.0,7,30,0,43,4,0,0
JAMMU & KASHMIR_HANDWARA,2005,85.0,10,27,0,44,3,1,0
JAMMU & KASHMIR_HANDWARA,2006,112.0,8,23,0,73,6,2,0
JAMMU & KASHMIR_HANDWARA,2007,110.0,15,22,0,62,9,2,0
JAMMU & KASHMIR_HANDWARA,2008,80.0,6,16,0,51,6,1,0
JAMMU & KASHMIR_HANDWARA,2009,72.0,5,16,0,46,5,0,0
JAMMU & KASHMIR_HANDWARA,2010,91.0,1,35,0,47,7,1,0
JAMMU & KASHMIR_JAMMU,2001,221.0,13,43,5,40,94,26,0
JAMMU & KASHMIR_JAMMU,2002,184.0,7,56,10,20,74,17,0
JAMMU & KASHMIR_JAMMU,2003,172.0,20,50,3,12,66,21,0
JAMMU & KASHMIR_JAMMU,2004,205.0,19,54,5,24,65,38,0
JAMMU & KASHMIR_JAMMU,2005,150.0,20,40,4,22,36,28,0
JAMMU & KASHMIR_JAMMU,2006,204.0,21,52,3,28,59,41,0
JAMMU & KASHMIR_JAMMU,2007,189.0,25,52,3,23,41,45,0
JAMMU & KASHMIR_JAMMU,2008,225.0,26,49,7,31,58,54,0
JAMMU & KASHMIR_JAMMU,2009,255.0,29,66,10,29,59,62,0
JAMMU & KASHMIR_JAMMU,2010,268.0,36,78,6,36,42,70,0
JAMMU & KASHMIR_KARGIL,2001,2.0,0,1,0,1,0,0,0
JAMMU & KASHMIR_KARGIL,2002,3.0,1,2,0,0,0,0,0
JAMMU & KASHMIR_KARGIL,2003,7.0,1,6,0,0,0,0,0
JAMMU & KASHMIR_KARGIL,2004,3.0,1,1,0,1,0,0,0
JAMMU & KASHMIR_KARGIL,2005,6.0,1,2,0,3,0,0,0
JAMMU & KASHMIR_KARGIL,2006,7.0,0,4,0,2,0,1,0
JAMMU & KASHMIR_KARGIL,2007,3.0,0,1,0,2,0,0,0
JAMMU & KASHMIR_KARGIL,2008,7.0,1,1,0,5,0,0,0
JAMMU & KASHMIR_KARGIL,2009,3.0,1,1,0,1,0,0,0
JAMMU & KASHMIR_KARGIL,2010,1.0,0,1,0,0,0,0,0
JAMMU & KASHMIR_KATHUA,2001,45.0,13,10,3,14,4,1,0
JAMMU & KASHMIR_KATHUA,2002,55.0,11,13,3,11,13,4,0
JAMMU & KASHMIR_KATHUA,2003,57.0,13,20,0,8,9,7,0
JAMMU & KASHMIR_KATHUA,2004,49.0,10,15,0,11,7,6,0
JAMMU & KASHMIR_KATHUA,2005,43.0,12,12,0,7,8,4,0
JAMMU & KASHMIR_KATHUA,2006,77.0,12,26,3,17,7,12,0
JAMMU & KASHMIR_KATHUA,2007,76.0,15,17,1,15,21,7,0
JAMMU & KASHMIR_KATHUA,2008,63.0,15,13,7,17,4,7,0
JAMMU & KASHMIR_KATHUA,2009,61.0,9,23,1,16,8,4,0
JAMMU & KASHMIR_KATHUA,2010,71.0,17,17,2,26,4,5,0
JAMMU & KASHMIR_KISHTWAR,2001,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_KISHTWAR,2002,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_KISHTWAR,2003,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_KISHTWAR,2004,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_KISHTWAR,2005,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_KISHTWAR,2006,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_KISHTWAR,2007,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_KISHTWAR,2008,32.0,4,12,0,10,1,5,0
JAMMU & KASHMIR_KISHTWAR,2009,39.0,3,23,0,3,5,5,0
JAMMU & KASHMIR_KISHTWAR,2010,36.0,3,23,0,5,0,5,0
JAMMU & KASHMIR_KULGAM,2001,55.0,6,31,0,7,11,0,0
JAMMU & KASHMIR_KULGAM,2002,60.0,7,39,0,10,4,0,0
JAMMU & KASHMIR_KULGAM,2003,88.0,5,45,0,23,15,0,0
JAMMU & KASHMIR_KULGAM,2004,74.0,11,37,0,23,3,0,0
JAMMU & KASHMIR_KULGAM,2005,73.0,12,35,0,22,3,1,0
JAMMU & KASHMIR_KULGAM,2006,116.0,14,46,0,44,11,1,0
JAMMU & KASHMIR_KULGAM,2007,118.0,9,43,0,53,13,0,0
JAMMU & KASHMIR_KULGAM,2008,116.0,5,43,0,63,4,1,0
JAMMU & KASHMIR_KULGAM,2009,141.0,9,50,0,73,9,0,0
JAMMU & KASHMIR_KULGAM,2010,110.0,4,40,0,60,5,1,0
JAMMU & KASHMIR_KUPWARA,2001,99.0,6,29,0,62,2,0,0
JAMMU & KASHMIR_KUPWARA,2002,71.0,5,24,0,38,4,0,0
JAMMU & KASHMIR_KUPWARA,2003,104.0,5,27,0,68,4,0,0
JAMMU & KASHMIR_KUPWARA,2004,128.0,20,40,0,61,7,0,0
JAMMU & KASHMIR_KUPWARA,2005,89.0,11,33,0,40,5,0,0
JAMMU & KASHMIR_KUPWARA,2006,128.0,11,27,0,77,11,2,0
JAMMU & KASHMIR_KUPWARA,2007,125.0,4,35,0,77,4,5,0
JAMMU & KASHMIR_KUPWARA,2008,59.0,5,19,0,31,2,2,0
JAMMU & KASHMIR_KUPWARA,2009,58.0,6,22,0,20,7,3,0
JAMMU & KASHMIR_KUPWARA,2010,59.0,3,30,0,21,4,1,0
JAMMU & KASHMIR_LEH,2001,2.0,0,1,0,1,0,0,0
JAMMU & KASHMIR_LEH,2002,6.0,3,1,0,1,1,0,0
JAMMU & KASHMIR_LEH,2003,6.0,3,1,0,2,0,0,0
JAMMU & KASHMIR_LEH,2004,11.0,3,4,0,3,0,1,0
JAMMU & KASHMIR_LEH,2005,12.0,5,3,0,4,0,0,0
JAMMU & KASHMIR_LEH,2006,13.0,3,5,0,5,0,0,0
JAMMU & KASHMIR_LEH,2007,9.0,2,3,0,4,0,0,0
JAMMU & KASHMIR_LEH,2008,16.0,6,3,0,7,0,0,0
JAMMU & KASHMIR_LEH,2009,6.0,2,1,0,3,0,0,0
JAMMU & KASHMIR_LEH,2010,8.0,2,3,0,3,0,0,0
JAMMU & KASHMIR_POONCH,2001,35.0,13,10,0,4,6,2,0
JAMMU & KASHMIR_POONCH,2002,20.0,9,7,0,4,0,0,0
JAMMU & KASHMIR_POONCH,2003,38.0,12,11,0,11,3,1,0
JAMMU & KASHMIR_POONCH,2004,41.0,11,18,0,7,3,2,0
JAMMU & KASHMIR_POONCH,2005,40.0,7,14,0,11,1,7,0
JAMMU & KASHMIR_POONCH,2006,69.0,21,20,0,13,3,12,0
JAMMU & KASHMIR_POONCH,2007,76.0,13,17,0,28,3,15,0
JAMMU & KASHMIR_POONCH,2008,91.0,16,21,0,35,6,13,0
JAMMU & KASHMIR_POONCH,2009,78.0,12,19,0,29,1,17,0
JAMMU & KASHMIR_POONCH,2010,110.0,20,34,0,30,10,16,0
JAMMU & KASHMIR_PULWAMA,2001,71.0,7,33,0,19,12,0,0
JAMMU & KASHMIR_PULWAMA,2002,119.0,12,41,0,51,15,0,0
JAMMU & KASHMIR_PULWAMA,2003,101.0,10,43,2,38,8,0,0
JAMMU & KASHMIR_PULWAMA,2004,80.0,0,39,1,35,4,1,0
JAMMU & KASHMIR_PULWAMA,2005,87.0,7,36,0,40,4,0,0
JAMMU & KASHMIR_PULWAMA,2006,104.0,9,50,0,37,7,1,0
JAMMU & KASHMIR_PULWAMA,2007,102.0,11,45,0,36,8,2,0
JAMMU & KASHMIR_PULWAMA,2008,52.0,2,29,0,13,8,0,0
JAMMU & KASHMIR_PULWAMA,2009,55.0,5,25,0,18,7,0,0
JAMMU & KASHMIR_PULWAMA,2010,63.0,8,31,0,11,13,0,0
JAMMU & KASHMIR_RAILWAYS,2001,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_RAILWAYS,2002,3.0,0,0,0,0,3,0,0
JAMMU & KASHMIR_RAILWAYS,2003,2.0,1,0,0,1,0,0,0
JAMMU & KASHMIR_RAILWAYS,2004,1.0,1,0,0,0,0,0,0
JAMMU & KASHMIR_RAILWAYS,2005,1.0,0,1,0,0,0,0,0
JAMMU & KASHMIR_RAILWAYS,2006,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_RAILWAYS,2007,1.0,0,0,0,0,1,0,0
JAMMU & KASHMIR_RAILWAYS,2008,1.0,0,1,0,0,0,0,0
JAMMU & KASHMIR_RAILWAYS,2009,4.0,0,0,0,2,2,0,0
JAMMU & KASHMIR_RAILWAYS,2010,1.0,1,0,0,0,0,0,0
JAMMU & KASHMIR_RAJOURI,2001,59.0,17,20,3,7,6,6,0
JAMMU & KASHMIR_RAJOURI,2002,52.0,13,13,1,11,5,9,0
JAMMU & KASHMIR_RAJOURI,2003,78.0,28,19,2,8,7,14,0
JAMMU & KASHMIR_RAJOURI,2004,83.0,22,27,2,23,2,7,0
JAMMU & KASHMIR_RAJOURI,2005,80.0,21,23,0,15,7,14,0
JAMMU & KASHMIR_RAJOURI,2006,142.0,26,33,3,34,13,33,0
JAMMU & KASHMIR_RAJOURI,2007,156.0,25,47,3,30,6,45,0
JAMMU & KASHMIR_RAJOURI,2008,134.0,21,27,6,34,7,39,0
JAMMU & KASHMIR_RAJOURI,2009,128.0,22,33,1,25,3,44,0
JAMMU & KASHMIR_RAJOURI,2010,152.0,36,42,0,26,4,44,0
JAMMU & KASHMIR_RAMBAN,2001,11.0,3,3,0,3,2,0,0
JAMMU & KASHMIR_RAMBAN,2002,19.0,7,6,0,3,3,0,0
JAMMU & KASHMIR_RAMBAN,2003,26.0,10,5,0,8,3,0,0
JAMMU & KASHMIR_RAMBAN,2004,28.0,7,12,0,8,1,0,0
JAMMU & KASHMIR_RAMBAN,2005,25.0,6,10,0,4,1,4,0
JAMMU & KASHMIR_RAMBAN,2006,28.0,14,4,0,6,4,0,0
JAMMU & KASHMIR_RAMBAN,2007,33.0,15,7,0,6,5,0,0
JAMMU & KASHMIR_RAMBAN,2008,31.0,9,14,0,4,4,0,0
JAMMU & KASHMIR_RAMBAN,2009,41.0,12,15,0,8,6,0,0
JAMMU & KASHMIR_RAMBAN,2010,36.0,6,17,0,11,2,0,0
JAMMU & KASHMIR_REASI,2001,25.0,7,9,0,5,4,0,0
JAMMU & KASHMIR_REASI,2002,25.0,8,11,0,3,1,2,0
JAMMU & KASHMIR_REASI,2003,18.0,8,5,0,2,3,0,0
JAMMU & KASHMIR_REASI,2004,30.0,5,9,0,5,7,4,0
JAMMU & KASHMIR_REASI,2005,18.0,1,11,0,2,3,1,0
JAMMU & KASHMIR_REASI,2006,32.0,7,10,0,9,3,3,0
JAMMU & KASHMIR_REASI,2007,31.0,7,10,0,10,3,1,0
JAMMU & KASHMIR_REASI,2008,31.0,5,9,0,11,4,2,0
JAMMU & KASHMIR_REASI,2009,39.0,9,13,0,10,7,0,0
JAMMU & KASHMIR_REASI,2010,34.0,8,12,0,13,1,0,0
JAMMU & KASHMIR_SAMBA,2001,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_SAMBA,2002,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_SAMBA,2003,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_SAMBA,2004,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_SAMBA,2005,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_SAMBA,2006,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_SAMBA,2007,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_SAMBA,2008,23.0,2,9,1,7,1,3,0
JAMMU & KASHMIR_SAMBA,2009,26.0,6,7,0,4,4,5,0
JAMMU & KASHMIR_SAMBA,2010,24.0,5,4,1,7,1,6,0
JAMMU & KASHMIR_SHOPIAN,2001,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_SHOPIAN,2002,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_SHOPIAN,2003,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_SHOPIAN,2004,0.0,0,0,0,0,0,0,0
JAMMU & KASHMIR_SHOPIAN,2005,0.0,0,0,0,0,0,0,0
